date,Q,DHIAv,DHIMax,DNIAv,DNIMax,GHIAv,GHIMax,DPMin,DPAv,DPMax,WSMin,WSAv,WSMax,RainMin,RainAv,RainMax,RHMin,RHAv,RHMax,TMin,TAv,TMax,PMin,PAv,PMax,Weekday,Weekend,Festive,year,day_of_month,day_of_week,month
2016-05-19,11869.0,153.33333330000002,520,128.5833333,795,237.66666669999998,861,13.0,17.0,22.0,0.8,2.4666666669999997,3.6,2.396,3.4348333330000003,4.423,32.5,71.53791667,100.0,21.0,27.375,35.0,950,950.0,950,1,0,0,2016,19,3,5
2016-05-20,11984.0,126.66666670000001,454,56.70833333,482,153.66666669999998,515,15.0,18.70833333,22.0,1.2,2.6375,4.0,2.827,3.597208333,4.474,36.75,74.53,100.0,23.0,27.75,35.0,950,950.0,950,1,0,0,2016,20,4,5
2016-05-21,12878.0,112.5,454,93.125,658,164.25,651,15.0,19.20833333,23.0,1.6,2.85,4.5,2.967,3.643416667,4.724,33.84,73.92125,100.0,22.0,28.75,37.0,950,950.0,950,0,1,0,2016,21,5,5
2016-05-22,11740.0,145.5,511,108.83333329999999,787,230.20833330000002,947,18.0,20.29166667,23.0,0.6,2.5125,3.8,3.43,4.0974583330000005,4.771,39.55,74.55541667,100.0,23.0,29.58333333,37.0,950,950.0,950,0,1,0,2016,22,6,5
2016-05-23,11823.0,114.625,431,198.875,811,274.75,993,17.0,20.25,22.0,0.6,2.7,4.5,3.4789999999999996,4.263583333,5.193,36.46,74.48166667,100.0,24.0,29.75,38.0,950,950.0,950,1,0,0,2016,23,0,5
2016-05-24,11811.0,107.20833329999999,431,219.79166669999998,732,282.3333333,952,19.0,20.75,23.0,0.3,2.383333333,3.6,3.589,4.5969999999999995,5.665,47.02,76.41458333,100.0,24.0,29.20833333,36.0,950,950.0,950,1,0,0,2016,24,1,5
2016-05-25,12124.0,110.33333329999999,488,41.54166667,351,146.41666669999998,806,19.0,20.75,24.0,0.2,2.116666667,4.4,3.4960000000000004,5.036125,7.053,44.19,76.21958333,100.0,25.0,29.25,37.0,950,950.0,950,1,0,0,2016,25,2,5
2016-05-26,12155.0,119.58333329999999,512,146.54166669999998,744,236.625,933,15.0,18.625,22.0,1.4,2.920833333,4.5,4.132,4.612375,5.93,35.37,71.29333333,100.0,23.0,28.75,36.0,950,950.0,950,1,0,0,2016,26,3,5
2016-05-27,12175.0,101.20833329999999,491,299.3333333,891,302.875,985,7.0,13.41666667,20.0,0.9,2.441666667,4.9,2.7739999999999996,3.430333333,4.4030000000000005,18.0,49.92875,89.23,24.0,30.91666667,39.0,940,947.5,950,1,0,0,2016,27,4,5
2016-05-28,12752.0,95.91666667,375,261.5416667,783,301.25,982,17.0,18.58333333,21.0,0.9,2.7125,4.2,3.56,4.224666667,4.993,41.1,70.25708333,98.02,23.0,28.70833333,36.0,950,950.0,950,0,1,0,2016,28,5,5
2016-05-29,13020.0,138.375,484,72.20833333,434,199.79166669999998,813,16.0,19.20833333,22.0,1.7,3.145833333,4.3,3.655,4.057916667,4.4719999999999995,43.12,76.28166667,100.0,23.0,27.79166667,34.0,950,950.0,950,0,1,0,2016,29,6,5
2016-05-30,11861.0,129.2916667,473,147.83333330000002,766,240.83333330000002,854,17.0,19.375,21.0,1.3,2.541666667,3.8,3.904,4.31275,4.958,51.19,80.34916667,100.0,23.0,26.79166667,32.0,950,950.0,950,1,0,0,2016,30,0,5
2016-05-31,12246.0,113.83333329999999,427,223.875,853,281.0,1001,16.0,18.29166667,21.0,0.4,1.8208333330000002,3.0,3.6860000000000004,4.323583333,5.361000000000001,40.56,72.45625,100.0,22.0,27.875,35.0,950,950.0,950,1,0,0,2016,31,1,5
2016-06-01,11602.0,116.625,500,210.29166669999998,771,277.9583333,932,16.0,18.875,21.0,0.5,1.8666666669999998,2.7,4.203,4.540791667,5.355,45.86,77.40208333,100.0,23.0,27.16666667,33.0,950,950.0,950,1,0,0,2016,1,2,6
2016-06-02,11699.0,108.08333329999999,412,168.75,832,244.58333330000002,975,17.0,18.45833333,20.0,0.4,1.5041666669999998,2.5,3.622,3.9655,4.551,52.36,82.30375,100.0,21.0,25.29166667,31.0,950,950.0,950,1,0,0,2016,2,3,6
2016-06-03,11563.0,100.125,456,299.7916667,867,300.4166667,971,13.0,15.70833333,19.0,0.7,1.4583333330000001,2.7,3.0639999999999996,3.401541667,3.74,35.12,67.69458333,100.0,20.0,26.70833333,34.0,950,950.0,950,1,0,0,2016,3,4,6
2016-06-04,12746.0,104.70833329999999,426,76.54166667,584,144.0,804,16.0,17.08333333,19.0,0.5,2.020833333,3.7,3.1310000000000002,3.868666667,4.462,53.16,76.95375,100.0,21.0,25.125,30.0,950,950.0,950,0,1,0,2016,4,5,6
2016-06-05,12384.0,114.875,456,124.625,794,194.95833330000002,855,13.0,15.625,18.0,0.5,2.8458333330000003,5.3,3.0180000000000002,3.659583333,3.9939999999999998,48.69,75.19791667,100.0,21.0,24.16666667,29.0,950,950.0,950,0,1,0,2016,5,6,6
2016-06-06,11050.0,53.16666667,124,412.25,923,350.0833333,1044,9.0,11.875,15.0,0.6,2.054166667,3.8,1.767,2.1665416669999997,2.8819999999999997,28.65,55.865,80.94,20.0,25.875,33.0,950,950.0,950,1,0,0,2016,6,0,6
2016-06-07,12516.0,52.83333333,125,416.5833333,937,352.6666667,1053,8.0,11.04166667,16.0,0.8,1.7541666669999998,3.3,1.5630000000000002,1.929375,2.532,25.78,52.34666667,92.57,20.0,26.375,34.0,950,950.0,950,1,0,0,2016,7,1,6
2016-06-08,11693.0,65.95833333,151,373.5416667,880,339.3333333,1021,15.0,16.04166667,20.0,0.6,2.258333333,4.0,2.346,2.915291667,3.555,38.49,67.46833333,100.0,20.0,26.66666667,34.0,950,950.0,950,1,0,0,2016,8,2,6
2016-06-09,11947.0,94.83333333,420,283.0833333,803,305.0416667,992,17.0,18.125,20.0,0.3,1.9625,3.7,3.175,3.646125,4.04,45.21,73.97,100.0,21.0,27.29166667,34.0,950,950.0,950,1,0,0,2016,9,3,6
2016-06-10,11913.0,144.16666669999998,458,169.75,538,260.9166667,869,18.0,19.125,21.0,0.3,1.9583333330000001,3.5,3.4810000000000003,4.062958333,4.606,45.32,74.64083333,100.0,22.0,28.04166667,35.0,950,950.0,950,1,0,0,2016,10,4,6
2016-06-11,12545.0,149.375,509,116.125,707,230.66666669999998,752,17.0,19.16666667,21.0,0.8,2.266666667,3.9,4.386,4.804333333,5.388999999999999,45.4,74.46958333,100.0,23.0,28.125,34.0,950,950.0,950,0,1,0,2016,11,5,6
2016-06-12,12452.0,95.45833333,431,199.79166669999998,816,264.5,985,17.0,19.04166667,21.0,1.2,2.5375,4.1,4.4030000000000005,4.80725,5.215,42.85,72.68166667,100.0,23.0,28.625,35.0,950,950.0,950,0,1,0,2016,12,6,6
2016-06-13,11859.0,94.875,358,281.0,828,311.5,979,18.0,19.375,21.0,0.7,2.008333333,3.5,4.43,5.01625,5.439,43.15,71.54833333,100.0,23.0,29.16666667,36.0,950,950.0,950,1,0,0,2016,13,0,6
2016-06-14,12559.0,63.20833333,147,347.875,858,326.6666667,999,15.0,18.04166667,21.0,0.8,2.075,3.4,3.5010000000000003,4.331333333,5.167999999999999,35.96,64.54916667,97.81,24.0,29.95833333,37.0,950,950.0,950,1,0,0,2016,14,1,6
2016-06-15,13490.0,68.04166667,319,332.0416667,927,322.375,1030,12.0,16.95833333,21.0,0.8,3.3375,6.0,2.383,3.184208333,3.935,25.38,61.05916667,92.22,23.0,30.25,39.0,950,950.0,950,1,0,0,2016,15,2,6
2016-06-16,13924.0,107.08333329999999,373,245.08333330000002,836,302.5,987,18.0,19.58333333,21.0,1.4,2.5125,3.8,3.605,4.178,4.479,41.38,68.815,100.0,24.0,30.125,37.0,950,950.0,950,1,0,0,2016,16,3,6
2016-06-17,14162.0,57.41666667,134,390.1666667,881,340.75,1014,14.0,18.08333333,21.0,1.1,2.741666667,5.0,2.923,3.44925,4.096,33.18,64.37958333,100.0,23.0,30.29166667,38.0,950,950.0,950,1,0,0,2016,17,4,6
2016-06-18,13115.0,49.79166667,115,417.9166667,937,350.9166667,1045,12.0,15.875,19.0,0.8,2.491666667,4.8,1.9569999999999999,2.572625,3.216,26.97,61.3575,100.0,22.0,29.33333333,37.0,950,950.4166667000002,960,0,1,0,2016,18,5,6
2016-06-19,13171.0,52.75,119,399.9166667,911,343.0833333,1025,14.0,16.66666667,20.0,0.8,2.9,5.2,2.366,3.1974166669999997,4.335,38.6,67.69458333,100.0,22.0,27.375,34.0,950,953.3333332999998,960,0,1,0,2016,19,6,6
2016-06-20,12454.0,131.4583333,496,161.625,798,236.75,795,18.0,18.875,20.0,1.1,3.041666667,5.4,4.456,4.989166667,5.334,60.78,85.25791667,100.0,22.0,25.16666667,30.0,960,960.0,960,1,0,0,2016,20,0,6
2016-06-21,12322.0,66.875,346,365.7916667,902,332.0416667,1017,16.0,17.04166667,19.0,0.7,2.775,5.1,3.1289999999999996,3.609833333,4.262,41.96,72.53166667,100.0,20.0,26.45833333,34.0,950,955.8333332999998,960,1,0,0,2016,21,1,6
2016-06-22,12501.0,47.875,110,395.625,923,340.5833333,1030,12.0,15.04166667,18.0,0.9,3.225,5.5,2.33,2.864208333,3.0660000000000003,29.13,62.51333333,100.0,20.0,27.875,36.0,950,950.0,950,1,0,0,2016,22,2,6
2016-06-23,12704.0,70.75,456,365.5833333,916,336.8333333,1012,13.0,16.25,19.0,0.7,2.991666667,5.3,1.841,2.478583333,3.176,33.44,68.02583333,100.0,20.0,27.29166667,35.0,950,950.0,950,1,0,0,2016,23,3,6
2016-06-24,13635.0,135.0,480,100.375,852,199.375,907,15.0,17.0,19.0,0.6,2.745833333,5.0,2.946,3.648458333,4.359,37.1,69.92416667,100.0,21.0,27.33333333,35.0,950,950.0,950,1,0,0,2016,24,4,6
2016-06-25,13404.0,89.04166667,428,301.3333333,861,310.0,999,14.0,18.08333333,21.0,1.2,3.6541666669999997,5.8,4.064,4.574166667,5.202999999999999,33.74,71.51833333,100.0,22.0,28.25,36.0,950,950.0,950,0,1,0,2016,25,5,6
2016-06-26,13290.0,117.45833329999999,403,170.5,891,258.8333333,1005,16.0,19.125,21.0,1.5,4.020833333,6.3,4.093999999999999,4.663541667,5.232,40.89,75.29791667,100.0,22.0,27.95833333,35.0,950,950.0,950,0,1,0,2016,26,6,6
2016-06-27,12419.0,122.16666670000001,477,168.125,881,264.25,978,18.0,19.75,21.0,1.3,3.045833333,4.6,4.624,4.874666667,5.118,52.84,81.93666667,100.0,23.0,26.83333333,32.0,950,950.8333332999998,960,1,0,0,2016,27,0,6
2016-06-28,12654.0,70.75,404,323.625,887,317.7083333,1008,16.0,17.95833333,20.0,0.6,2.333333333,4.1,3.841,4.195416667,4.769,40.31,70.24958333,100.0,22.0,28.08333333,35.0,950,950.0,950,1,0,0,2016,28,1,6
2016-06-29,12668.0,94.0,440,224.20833330000002,868,270.4583333,997,15.0,17.58333333,20.0,0.8,2.166666667,4.1,3.574,4.172708333,4.662,38.4,67.16875,97.84,23.0,28.5,35.0,950,950.0,950,1,0,0,2016,29,2,6
2016-06-30,12886.0,63.83333333,183,366.6666667,857,332.2916667,998,15.0,16.83333333,19.0,0.7,2.05,3.7,3.906,4.327125,4.5889999999999995,37.27,63.02791667,94.99,23.0,28.91666667,35.0,950,950.0,950,1,0,0,2016,30,3,6
2016-07-01,13041.0,66.25,273,332.4166667,884,323.375,1011,13.0,15.08333333,18.0,0.7,2.520833333,4.5,3.266,3.633125,3.975,28.4,55.16958333,80.94,23.0,29.70833333,38.0,950,950.0,950,1,0,0,2016,1,4,7
2016-07-02,14152.0,74.58333333,302,342.125,866,324.5,995,14.0,16.83333333,19.0,0.7,2.275,4.0,3.634,4.076916667,4.56,31.27,62.15541667,98.1,22.0,29.66666667,38.0,950,950.0,950,0,1,0,2016,2,5,7
2016-07-03,13703.0,85.04166667,355,296.2916667,845,313.6666667,991,17.0,18.91666667,20.0,0.5,2.004166667,2.9,4.3389999999999995,4.615,5.048,38.41,66.28041667,95.19,24.0,30.0,37.0,950,950.0,950,0,1,0,2016,3,6,7
2016-07-04,12622.0,64.95833333,225,337.8333333,871,324.0,1003,13.0,16.375,19.0,0.7,2.391666667,5.3,2.9530000000000003,3.81775,4.478,27.2,56.14083333,86.6,24.0,30.83333333,39.0,950,950.0,950,1,0,0,2016,4,0,7
2016-07-05,13315.0,57.75,223,372.25,913,332.4583333,1024,13.0,16.125,19.0,0.8,3.079166667,5.7,2.574,3.17875,3.929,26.65,56.37625,86.17,23.0,30.45833333,39.0,950,950.0,950,1,0,0,2016,5,1,7
2016-07-06,13343.0,48.04166667,112,415.3333333,927,345.7916667,1030,9.0,14.0,18.0,1.2,2.920833333,5.4,2.426,2.857333333,3.325,20.95,51.11041667,82.46,23.0,30.58333333,39.0,950,950.0,950,1,0,0,2016,6,2,7
2016-07-07,13400.0,53.70833333,125,381.3333333,903,336.25,1018,12.0,15.5,18.0,0.9,2.4125,4.4,2.363,2.917416667,3.505,26.49,56.68166667,90.58,22.0,30.08333333,39.0,950,950.0,950,1,0,0,2016,7,3,7
2016-07-08,13321.0,64.125,235,369.125,877,332.75,1002,16.0,17.45833333,19.0,0.9,2.633333333,4.7,3.0010000000000003,3.416583333,3.897,33.1,62.49083333,97.97,23.0,30.16666667,38.0,950,950.0,950,1,0,0,2016,8,4,7
2016-07-09,14519.0,90.66666667,459,297.625,874,316.25,989,16.0,18.20833333,20.0,0.4,2.304166667,4.4,3.3680000000000003,3.56225,3.741,35.01,64.70958333,99.36,23.0,30.08333333,38.0,950,950.0,950,0,1,0,2016,9,5,7
2016-07-10,13236.0,134.91666669999998,460,128.3333333,534,236.95833330000002,859,16.0,18.29166667,20.0,0.9,2.020833333,3.0,3.1010000000000004,4.087875,4.982,42.02,68.08125,100.0,23.0,28.875,34.0,950,950.0,950,0,1,0,2016,10,6,7
2016-07-11,12474.0,80.66666667,371,314.0,822,312.75,985,16.0,17.95833333,20.0,0.7,2.520833333,4.2,3.6710000000000003,4.446375,4.989,35.95,65.04166667,98.19,23.0,29.75,37.0,950,950.0,950,1,0,0,2016,11,0,7
2016-07-12,13039.0,67.16666667,328,353.2083333,890,326.6666667,1013,14.0,16.91666667,19.0,1.0,3.2,5.5,3.07,3.533583333,4.138,31.78,63.13875,98.22,23.0,29.375,37.0,950,950.0,950,1,0,0,2016,12,1,7
2016-07-13,13254.0,54.91666667,138,391.2083333,900,336.875,1008,13.0,16.04166667,18.0,1.2,3.395833333,5.5,3.347,3.59075,3.7430000000000003,28.04,58.23708333,91.66,23.0,29.91666667,38.0,950,950.0,950,1,0,0,2016,13,2,7
2016-07-14,13492.0,52.875,119,395.7916667,911,340.25,1024,11.0,14.875,18.0,1.4,3.1,5.6,2.705,3.228625,3.926,21.44,53.16375,87.54,23.0,30.79166667,39.0,950,950.0,950,1,0,0,2016,14,3,7
2016-07-15,13344.0,66.20833333,157,371.0833333,876,338.125,1023,9.0,14.04166667,18.0,1.0,3.3458333330000003,6.2,2.133,2.535083333,3.197,20.31,52.73291667,87.64,22.0,30.08333333,39.0,950,950.0,950,1,0,0,2016,15,4,7
2016-07-16,14521.0,50.375,114,404.5,919,341.7083333,1027,12.0,16.20833333,19.0,0.9,3.2833333330000003,6.0,2.503,2.913333333,3.425,29.02,64.04416667,99.81,22.0,28.66666667,36.0,950,950.0,950,0,1,0,2016,16,5,7
2016-07-17,13106.0,60.54166667,224,368.3333333,903,329.5,1016,13.0,15.70833333,19.0,0.7,2.929166667,5.0,2.971,3.200708333,3.418,30.9,60.74458333,96.11,23.0,28.79166667,36.0,950,950.0,950,0,1,0,2016,17,6,7
2016-07-18,12813.0,48.45833333,117,406.0,912,339.375,1021,12.0,15.45833333,19.0,0.8,3.295833333,5.8,3.1,3.386083333,3.903,26.89,60.90125,96.75,21.0,28.91666667,37.0,950,954.1666667000002,960,1,0,0,2016,18,0,7
2016-07-19,12819.0,69.625,343,302.9166667,903,310.375,1009,12.0,17.04166667,20.0,0.7,2.858333333,4.9,2.878,3.900625,4.875,33.33,68.6575,100.0,22.0,27.875,35.0,950,956.6666667000002,960,1,0,0,2016,19,1,7
2016-07-20,12896.0,85.91666667,459,315.375,900,309.5833333,1011,16.0,18.04166667,20.0,0.4,2.4041666669999997,4.5,3.617,3.9989999999999997,4.6739999999999995,45.25,74.34666667,100.0,23.0,26.91666667,33.0,960,960.0,960,1,0,0,2016,20,2,7
2016-07-21,12834.0,104.33333329999999,486,255.25,893,283.375,957,14.0,16.70833333,19.0,0.7,2.358333333,4.5,2.912,3.8972916669999997,4.782,39.34,70.195,98.92,22.0,26.875,33.0,950,958.3333332999998,960,1,0,0,2016,21,3,7
2016-07-22,12739.0,51.04166667,127,392.3333333,892,331.6666667,1001,16.0,17.33333333,19.0,0.1,2.358333333,4.5,4.048,4.3004166669999995,4.512,40.8,67.14208333,92.93,22.0,27.875,34.0,950,952.5,960,1,0,0,2016,22,4,7
2016-07-23,13983.0,50.375,129,395.9583333,896,332.6666667,1003,16.0,17.25,19.0,0.3,2.495833333,4.3,3.7739999999999996,4.030833333,4.343,35.19,62.22791667,92.18,23.0,29.66666667,37.0,950,950.0,950,0,1,0,2016,23,5,7
2016-07-24,14099.0,49.45833333,118,395.4166667,900,332.4166667,1006,16.0,17.41666667,19.0,0.8,2.495833333,4.6,3.635,4.017041667,4.428,32.57,60.34833333,89.77,24.0,30.33333333,38.0,950,950.0,950,0,1,0,2016,24,6,7
2016-07-25,12692.0,91.125,453,278.0833333,872,298.0833333,995,17.0,18.16666667,20.0,0.4,2.4083333330000003,4.6,3.543,4.165708333,4.873,37.14,65.5775,98.96,23.0,29.58333333,37.0,950,950.0,950,1,0,0,2016,25,0,7
2016-07-26,12892.0,123.125,441,187.04166669999998,779,269.4166667,968,16.0,18.83333333,22.0,0.7,1.9958333330000002,4.3,4.002,4.959541667,6.055,40.52,72.37958333,100.0,24.0,28.41666667,35.0,950,950.0,950,1,0,0,2016,26,1,7
2016-07-27,13017.0,111.625,505,36.20833333,351,143.79166669999998,736,16.0,18.41666667,22.0,0.8,1.7375,3.2,4.87,5.14775,5.691,53.01,77.8025,100.0,24.0,26.5,30.0,950,950.0,950,1,0,0,2016,27,2,7
2016-07-28,12908.0,124.875,502,82.625,745,199.54166669999998,871,17.0,18.75,20.0,0.5,2.1875,4.2,4.555,4.945916667,5.24,49.12,78.11125,100.0,23.0,26.79166667,32.0,950,950.0,950,1,0,0,2016,28,3,7
2016-07-29,12341.0,124.70833329999999,457,175.125,876,251.83333330000002,986,14.0,17.16666667,20.0,0.8,2.6625,5.0,3.905,4.2697083330000005,4.753,36.42,70.49875,100.0,22.0,27.33333333,34.0,950,950.0,950,1,0,0,2016,29,4,7
2016-07-30,13479.0,74.5,324,288.75,901,298.25,1007,16.0,17.625,20.0,0.6,2.679166667,5.6,3.487,3.861916667,4.412,43.19,72.23166667,100.0,22.0,27.125,33.0,950,950.0,950,0,1,0,2016,30,5,7
2016-07-31,13156.0,51.08333333,217,385.4166667,932,330.5833333,1028,10.0,14.33333333,18.0,0.9,3.358333333,6.3,2.673,3.0484166669999997,3.514,24.32,60.61958333,100.0,20.0,28.16666667,37.0,950,950.0,950,0,1,0,2016,31,6,7
2016-08-01,11730.0,60.45833333,411,381.125,918,328.0,1015,13.0,15.29166667,18.0,1.2,3.416666667,6.4,3.072,3.228375,3.4589999999999996,27.81,61.14416667,96.83,21.0,28.58333333,38.0,950,950.0,950,1,0,0,2016,1,0,8
2016-08-02,12066.0,47.33333333,114,403.0416667,910,332.5833333,1012,12.0,16.375,19.0,0.8,3.0875,5.5,2.498,3.3055,4.05,29.68,63.84833333,100.0,21.0,28.875,37.0,950,950.0,950,1,0,0,2016,2,1,8
2016-08-03,12795.0,56.25,257,371.5833333,899,323.0833333,1003,16.0,17.58333333,20.0,0.6,2.4875,4.4,3.565,3.853125,4.13,35.69,65.96958333,100.0,22.0,29.0,37.0,950,950.0,950,1,0,0,2016,3,2,8
2016-08-04,13090.0,46.375,113,401.5,921,331.0,1012,15.0,17.41666667,20.0,0.7,2.775,4.6,3.032,3.669916667,4.152,32.54,65.21208333,100.0,23.0,29.41666667,37.0,950,950.0,950,1,0,0,2016,4,3,8
2016-08-05,13542.0,71.41666667,342,328.75,905,310.6666667,997,14.0,17.125,20.0,0.9,3.25,5.3,3.5060000000000002,3.9835833330000003,4.438,31.92,64.52583333,100.0,23.0,29.29166667,37.0,950,950.0,950,1,0,0,2016,5,4,8
2016-08-06,14045.0,59.25,276,340.2916667,898,313.125,997,17.0,19.08333333,21.0,0.9,3.1583333330000003,5.3,3.7239999999999998,4.506291667,5.255,39.42,73.075,100.0,22.0,28.58333333,36.0,950,950.0,950,0,1,0,2016,6,5,8
2016-08-07,14115.0,68.16666667,373,317.3333333,901,296.7083333,993,17.0,19.08333333,21.0,1.5,3.245833333,5.3,4.561,5.053541667,5.185,39.91,71.96375,100.0,24.0,28.875,36.0,950,950.0,950,0,1,0,2016,7,6,8
2016-08-08,13475.0,52.375,180,356.625,900,312.875,997,17.0,18.45833333,21.0,0.5,2.808333333,5.1,3.6860000000000004,4.266625,4.758,37.58,66.70625,100.0,23.0,29.75,37.0,950,950.0,950,1,0,0,2016,8,0,8
2016-08-09,13661.0,72.625,375,308.0,888,303.1666667,995,18.0,19.29166667,21.0,0.7,2.5958333330000003,4.8,3.637,4.2035,4.743,41.01,70.08458333,99.62,24.0,29.5,36.0,950,950.0,950,1,0,0,2016,9,1,8
2016-08-10,13285.0,134.29166669999998,450,189.0,677,259.1666667,877,18.0,19.91666667,21.0,0.6,2.516666667,4.5,4.236000000000001,4.643625,5.003,45.95,72.59666667,100.0,24.0,29.45833333,36.0,950,950.0,950,1,0,0,2016,10,2,8
2016-08-11,13573.0,75.16666667,327,304.5,871,301.6666667,980,17.0,18.625,21.0,0.6,1.9583333330000001,3.8,3.8539999999999996,4.3935833330000005,4.9510000000000005,38.68,66.5625,100.0,24.0,29.66666667,36.0,950,950.0,950,1,0,0,2016,11,3,8
2016-08-12,13481.0,73.41666667,207,326.1666667,833,309.9166667,963,16.0,16.95833333,18.0,0.7,1.8208333330000002,3.8,3.602,4.52375,5.422999999999999,34.65,58.41333333,78.11,25.0,30.125,37.0,950,950.0,950,1,0,0,2016,12,4,8
2016-08-13,14706.0,87.75,343,158.5,768,202.91666669999998,950,17.0,18.54166667,21.0,0.3,1.704166667,3.4,4.547,5.015583333,5.695,43.24,65.36375,84.2,25.0,29.5,35.0,950,950.0,950,0,1,0,2016,13,5,8
2016-08-14,14729.0,104.45833329999999,410,20.25,208,115.66666670000001,463,20.0,21.04166667,22.0,0.1,0.833333333,1.6,5.752000000000001,6.001208332999999,6.1370000000000005,73.6,90.94,100.0,24.0,26.08333333,29.0,950,950.0,950,0,1,0,2016,14,6,8
2016-08-15,13274.0,114.58333329999999,497,17.25,170,128.875,661,19.0,19.91666667,21.0,0.8,2.075,3.6,5.232,5.387416667,5.944,58.28,85.14375,100.0,23.0,26.125,31.0,950,950.0,950,1,0,0,2016,15,0,8
2016-08-16,12657.0,143.79166669999998,495,129.5833333,663,218.33333330000002,806,19.0,20.04166667,21.0,0.1,1.733333333,3.2,5.1339999999999995,5.311958333,5.457000000000001,65.4,88.46208333,100.0,23.0,25.58333333,30.0,950,950.0,950,1,0,0,2016,16,1,8
2016-08-17,12310.0,125.79166670000001,492,130.9166667,890,218.20833330000002,981,17.0,18.83333333,20.0,1.3,3.5125,6.4,5.0,5.309,5.606,50.52,80.63583333,100.0,22.0,26.29166667,32.0,950,950.0,950,1,0,0,2016,17,2,8
2016-08-18,12599.0,92.0,417,180.04166669999998,895,235.04166669999998,980,17.0,18.91666667,21.0,1.2,3.491666667,5.4,4.805,5.164791667,5.462999999999999,45.0,76.71291667,100.0,22.0,27.33333333,34.0,950,950.0,950,1,0,0,2016,18,3,8
2016-08-19,11849.0,91.83333333,418,194.70833330000002,882,250.58333330000002,977,18.0,19.16666667,21.0,1.1,2.4083333330000003,3.3,4.833,5.247875,5.7,43.9,74.58666667,100.0,22.0,27.875,35.0,950,950.0,950,1,0,0,2016,19,4,8
2016-08-20,13855.0,89.08333333,503,102.45833329999999,789,167.29166669999998,795,19.0,20.375,22.0,0.9,1.9,3.1,5.09,5.70225,6.535,54.32,82.48083333,100.0,23.0,27.45833333,33.0,950,950.0,950,0,1,0,2016,20,5,8
2016-08-21,12682.0,126.45833329999999,471,20.875,154,142.95833330000002,552,20.0,21.04166667,22.0,0.3,1.3833333330000002,2.4,5.382999999999999,5.614625,5.875,78.03,94.04333333,100.0,23.0,25.25,28.0,950,950.0,950,0,1,0,2016,21,6,8
2016-08-22,10874.0,71.54166667,373,296.7083333,894,285.75,988,17.0,18.625,20.0,1.4,3.579166667,6.2,3.2260000000000004,3.8504166669999997,5.196000000000001,44.34,78.21416667,100.0,22.0,26.58333333,33.0,950,950.0,950,1,0,0,2016,22,0,8
2016-08-23,13481.0,50.95833333,206,365.1666667,925,311.7916667,1004,15.0,17.08333333,19.0,1.2,3.425,6.1,2.569,2.953666667,3.6060000000000003,39.6,73.56083333,100.0,20.0,26.375,34.0,950,953.75,960,1,0,0,2016,23,1,8
2016-08-24,13265.0,57.58333333,302,343.4166667,922,302.2916667,994,17.0,17.66666667,19.0,1.2,3.045833333,5.6,2.267,3.302333333,3.6919999999999997,44.28,74.23458333,100.0,21.0,26.625,34.0,950,952.0833332999998,960,1,0,0,2016,24,2,8
2016-08-25,12612.0,48.375,203,391.0833333,949,320.0416667,1019,10.0,14.29166667,18.0,0.9,2.320833333,4.3,1.7280000000000002,2.460458333,3.5060000000000002,29.11,65.41291667,100.0,19.0,26.16666667,34.0,950,950.0,950,1,0,0,2016,25,3,8
2016-08-26,12708.0,46.79166667,119,383.0416667,920,313.75,994,15.0,16.75,19.0,0.6,2.141666667,4.2,2.81,3.55075,4.446000000000001,39.33,70.6925,100.0,21.0,26.83333333,34.0,950,950.0,950,1,0,0,2016,26,4,8
2016-08-27,14072.0,79.5,416,301.2083333,893,289.4166667,977,16.0,18.125,20.0,0.6,2.075,3.9,4.088,4.45975,5.135,43.24,72.53958333,100.0,22.0,27.45833333,34.0,950,950.0,950,0,1,0,2016,27,5,8
2016-08-28,13086.0,78.125,409,265.0,876,276.125,966,17.0,18.79166667,20.0,0.6,1.904166667,3.6,4.434,4.850125,5.2170000000000005,45.94,74.39416667,100.0,23.0,27.625,34.0,950,950.0,950,0,1,0,2016,28,6,8
2016-08-29,11377.0,129.5,455,57.29166667,398,169.0,790,19.0,19.58333333,21.0,0.3,1.470833333,3.0,4.872,5.015708333,5.154,60.7,84.96625,100.0,23.0,26.16666667,31.0,950,950.0,950,1,0,0,2016,29,0,8
2016-08-30,12555.0,117.5,463,126.54166670000001,887,208.08333330000002,945,18.0,19.75,21.0,0.8,2.458333333,4.3,4.794,5.094791667,5.987,55.16,84.6825,100.0,22.0,26.0,32.0,950,950.0,950,1,0,0,2016,30,1,8
2016-08-31,12447.0,92.58333333,487,175.25,867,230.25,930,19.0,20.375,21.0,0.5,2.333333333,3.6,4.843,5.401875,6.0729999999999995,66.06,89.17541667,100.0,23.0,25.75,30.0,950,950.0,950,1,0,0,2016,31,2,8
2016-09-01,12057.0,132.125,474,143.375,686,226.83333330000002,815,18.0,19.375,21.0,0.4,1.625,3.4,4.459,4.790166667,5.131,55.61,80.75833333,100.0,22.0,26.625,32.0,950,950.0,950,1,0,0,2016,1,3,9
2016-09-02,12122.0,142.75,491,74.33333333,318,188.04166669999998,629,18.0,19.41666667,20.0,0.2,1.420833333,3.2,4.573,4.660041667,4.894,56.22,80.19583333,100.0,23.0,26.875,32.0,950,950.0,950,1,0,0,2016,2,4,9
